Species_ayerbe,Species_bl,Total.individuals,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Forest_bin,Migration_avo,Migration_bb,Primary_diet,Diet_breadth,Habitat_breadth,Ecological_specialization,Clutch_min,Clutch_max,Clutch_mean,Gen_length,Elev_range,Iucn_red_list
Empidonax virescens,Empidonax virescens,48,13.3,9.1,6.1,4,17.1,71,19.9,52.1,27.5,58.8,12.6,Forest,Semi_open,Carnivore,Invertivore,Insessorial,26.59,45.34,36.73,-87.99,3006134.68,Forest,Long_distance,Migratory,Invertebrate,2,3,1.2218487496163564,1,4,2.5,2.657902826,2800,LC
Vireo flavifrons,Vireo flavifrons,27,15.1,8.5,4.3,4.9,19.3,76.3,25.8,50.4,33.8,48.4,18,Forest,Semi_open,Carnivore,Invertivore,Insessorial,28.07,49.87,38.91,-86.42,3167329.54,Forest,Long_distance,Migratory,Invertebrate,2,4,1.0969100130080565,3,4,3.5,2.352781493,2800,LC
Pandion haliaetus,Pandion haliaetus,12,47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,Marine,Open,Carnivore,Aquatic predator,Aerial,-37.8,70.69,49.18,25.45,31298390.01,Non-forest,Long_distance,Migratory,Fish,1,3,1.5228787452803376,1,4,2.5,9.901877185,4000,LC
Cardellina canadensis,Cardellina canadensis,51,13,7.2,4,3.6,19.2,62.5,16.5,47.3,25.9,52.7,10.04,Forest,Dense,Carnivore,Invertivore,Insessorial,34.65,60.45,49.78,-87.55,2768373.43,Forest,Long_distance,Migratory,Invertebrate,1,3,1.5228787452803376,2,6,4,2.048246608,3000,LC
Contopus virens,Contopus virens,19,14.3,10,6.3,4,14.2,81,25.6,57,31,62.7,13.9,Forest,Dense,Carnivore,Invertivore,Insessorial,27.9,50.6,40.17,-86.94,4080253.15,Forest,Long_distance,Migratory,Invertebrate,1,3,1.5228787452803376,2,4,3,2.33554447,3000,LC
Empidonomus varius,Empidonomus varius,20,17.5,10.5,6.3,5.5,15.3,96.8,23.5,73.3,24.2,80.6,27.1,Woodland,Semi_open,Omnivore,Invertivore,Insessorial,-34.98,11.45,-12.08,-54.08,10542042.68,Forest,Long_distance,Sedentary,Invertebrate,2,4,1.0969100130080565,2,4,3,2.948022458,600,LC
Myiarchus swainsoni,Myiarchus swainsoni,15,20.2,14.6,7,5.7,20.6,88.6,15,73.2,17,82.9,25.1,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-41.17,8.63,-14.04,-54.63,11083742.29,Forest,Long_distance,Migratory,Invertebrate,2,5,1,3,4,3.5,3.241763351,500,LC
Veniliornis passerinus,Veniliornis passerinus,12,18.7,15.9,5.5,5.3,14.3,76.6,11.5,65.1,15.1,46.9,32.1,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-29.09,9.35,-7.81,-57.46,11102862.12,Forest,Sedentary,Sedentary,Invertebrate,1,7,1.1549019599857433,NA,NA,NA,3.095332429,1200,LC
Actitis macularius,Actitis macularius,5,25.7,16.2,2.7,3.3,24.2,100.4,47.6,52.6,47.5,53,40.4,Wetland,Open,Carnivore,Aquatic predator,Terrestrial,32.24,69.69,52.38,-107.73,13627000.39,Non-forest,Long_distance,Migratory,Invertebrate,2,3,1.2218487496163564,3,5,4,3.655805581,3500,LC
Setophaga caerulescens,Setophaga caerulescens,9,13,7.4,3.4,3.3,18.6,62.2,14.9,47,24.1,48.9,10.14,Forest,Dense,Carnivore,Invertivore,Insessorial,33.82,49.94,44.91,-77.04,1168234.94,Forest,Long_distance,Migratory,Invertebrate,4,4,0.7958800173440752,2,5,3.5,2.256927131,1600,LC
Vireo flavoviridis,Vireo flavoviridis,22,18.1,9.9,4.4,4.6,18.9,77.7,20.4,58.5,25.9,51.9,17.59,Woodland,Semi_open,Omnivore,Invertivore,Insessorial,7.2,29.23,17.89,-93.82,1006388.21,Forest,Long_distance,Migratory,Invertebrate,2,3,1.2218487496163564,2,3,2.5,2.814393624,2600,LC
Protonotaria citrea,Protonotaria citrea,15,17.1,10.8,3.8,3.9,18.3,68.9,20.9,48.9,30,42.7,14.3,Forest,Dense,Carnivore,Invertivore,Insessorial,25.81,45.28,36.53,-88.1,2173071.74,Forest,Long_distance,Migratory,Invertebrate,1,4,1.3979400086720375,3,7,5,2.006374883,1800,LC
Veniliornis kirkii,Veniliornis kirkii,7,20.9,16.2,5.3,5.9,16.5,86.1,15.4,72.8,17.5,58.5,28.8,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-4.14,11.39,7.14,-73.06,705329.29,Forest,Sedentary,Sedentary,Invertebrate,1,5,1.3010299956639813,2,3,2.5,3.141201738,1400,LC
Buteo platypterus,Buteo platypterus,13,28.3,17.8,11.1,14.4,53.4,277.7,103.7,177.4,36.9,178.8,453.65,Forest,Semi_open,Carnivore,Vertivore,Insessorial,11.13,55.3,42.9,-87.09,4864047.78,Forest,Long_distance,Migratory,Vertebrate,2,4,1.0969100130080565,2,3,2.5,5.770490449,3500,LC
Thraupis cyanocephala,Sporathraupis cyanocephala,56,17,9.1,6,6.7,24,85.8,14.8,70.6,17.4,80.6,36,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-17.7,11.2,-2.38,-74.24,429823.39,Forest,Sedentary,Sedentary,Fruit,2,4,1.0969100130080565,2,2,2,3.322103114,1500,LC
Geothlypis philadelphia,Geothlypis philadelphia,71,12.5,8,3.3,3.6,22.1,59,15.1,44.7,25.3,47.8,11.74,Forest,Dense,Carnivore,Invertivore,Insessorial,37.6,59.93,49.89,-89.66,2709565.27,Forest,Long_distance,Migratory,Invertebrate,3,3,1.045757490560675,2,5,3.5,2.123503652,3000,LC
Parkesia noveboracensis,Parkesia noveboracensis,57,18.8,9.7,3.5,3.7,23,73.9,21,54.2,28,49.9,16.3,Shrubland,Dense,Carnivore,Invertivore,Terrestrial,37.23,69.29,55.55,-106.16,7602956.73,Non-forest,Long_distance,Migratory,Invertebrate,1,7,1.1549019599857433,1,6,3.5,2.215035085,2600,LC
Spiza americana,Spiza americana,9,15.1,9.8,5.5,7.5,22.3,77.9,20.3,56.8,26.4,56.1,26.18,Grassland,Open,Omnivore,Omnivore,Terrestrial,28.75,51.42,39.97,-94.69,3462252.57,Non-forest,Long_distance,Migratory,Seed,2,4,1.0969100130080565,3,7,5,2.079148346,2600,LC
Setophaga cerulea,Setophaga cerulea,9,14.3,8.2,3.2,3.3,15.5,65.6,21.9,44,33.2,42.3,9.04,Forest,Dense,Carnivore,Invertivore,Insessorial,33.26,47.22,40.57,-85.47,1849163.51,Forest,Long_distance,Migratory,Invertebrate,2,2,1.3979400086720375,2,5,3.5,1.960813984,1800,NT
Empidonax traillii,Empidonax traillii,15,13.1,8.5,5.9,4.3,18.4,66.5,16.2,52.6,23.5,59.1,13.39,Shrubland,Semi_open,Carnivore,Invertivore,Insessorial,29.5,56,42.25,-103.28,7301691.61,Non-forest,Long_distance,Migratory,Invertebrate,2,3,1.2218487496163564,3,4,3.5,2.442111367,1300,LC
Oporornis agilis,Oporornis agilis,10,13.6,8.2,3.1,3.3,21.8,71.3,21.3,48.8,30.4,49.4,13.3,Forest,Dense,Carnivore,Invertivore,Terrestrial,44.5,56.91,50.88,-96.91,1182795.25,Forest,Long_distance,Migratory,Invertebrate,3,4,0.9208187539523752,3,5,4,1.942642126,1000,LC
Geranoaetus polyosoma,Geranoaetus polyosoma,11,36.3,21.1,13,18.3,83.4,402,153.3,249.8,38.1,192.8,782.61,Shrubland,Semi_open,Carnivore,Vertivore,Aerial,-55.98,6.3,-31.98,-70.13,3165493.22,Non-forest,Partial,Altitudinal,Vertebrate,1,5,1.3010299956639813,1,3,2,8.014785472,2000,LC
Catharus minimus,Catharus minimus,24,16.4,9.2,4.5,4,30,100.8,30.7,68.9,30.8,69.2,31.58,Forest,Semi_open,Carnivore,Invertivore,Terrestrial,46.61,71.39,62.09,-78.35,5090368.26,Forest,Long_distance,Migratory,Invertebrate,2,3,1.2218487496163564,3,5,4,2.310912736,3000,LC
Setophaga castanea,Setophaga castanea,16,13.5,7.9,3.8,3.8,19.1,69.9,22,50.2,30.6,51.6,11.8,Forest,Dense,Omnivore,Invertivore,Insessorial,43.15,64.05,52.51,-92.37,2650066.12,Forest,Long_distance,Migratory,Invertebrate,2,3,1.2218487496163564,3,7,5,2.053568026,2600,LC
Pheucticus ludovicianus,Pheucticus ludovicianus,47,18.6,11.8,8.8,11.8,21.6,101.3,27.4,75.8,26.5,74.6,42,Forest,Semi_open,Herbivore,Omnivore,Insessorial,33.98,63.06,47.76,-96.18,3980871.24,Forest,Long_distance,Migratory,Omnivore,3,5,0.8239087409443188,1,5,3,2.6961497,NA,LC
Picoides fumigatus,Leuconotopicus fumigatus,14,22,16.9,6.9,6.7,18,95.1,19.1,76.4,20,61.8,36.2,Forest,Dense,Carnivore,Invertivore,Insessorial,-24.04,23.83,7.22,-81.98,1109542.22,Forest,Sedentary,Sedentary,Invertebrate,1,5,1.3010299956639813,4,4,4,2.487757294,2000,LC
Falco peregrinus,Falco peregrinus,18,31.1,18.4,13.7,15.4,45.1,314.7,165,152.6,52.2,143,759.95,Grassland,Open,Carnivore,Vertivore,Aerial,-55.98,80.18,50.28,21.82,38088662.45,Non-forest,Partial,Migratory,Vertebrate,1,8,1.0969100130080565,2,4,3,5.712366517,3500,LC
Forpus xanthopterygius,Forpus xanthopterygius,13,14.2,12.3,8.5,12.8,10.1,80.2,22.2,57.9,27.8,41.1,31,Forest,Semi_open,Herbivore,Omnivore,Insessorial,-28.88,0.16,-13.5,-53.48,5781313.45,Forest,Sedentary,Altitudinal,Herbivore,2,6,0.9208187539523752,3,8,5.5,2.55660629,600,LC
Vireo olivaceus,Vireo olivaceus,31,16.4,9.6,4.3,4.4,19.5,77.5,23.6,55.6,29.8,52.7,16.06,Forest,Dense,Omnivore,Invertivore,Insessorial,25.72,66.32,45.77,-96.24,8742854.76,Forest,Long_distance,Migratory,Invertebrate,2,4,1.0969100130080565,1,5,3,2.589017783,3400,LC
Riparia riparia,Riparia riparia,26,9.4,5,3.7,2.5,10.5,101.8,54,47.9,53,47.2,12.68,Riverine,Open,Carnivore,Invertivore,Aerial,24.15,72.45,54.72,29.5,36583654.61,Forest,Long_distance,Migratory,Invertebrate,1,8,1.0969100130080565,2,7,4.5,2.279290105,3400,LC
Lonchura malacca,Lonchura malacca,8,12.2,8.3,7,8.1,17.1,54.7,13.6,42,24.4,37.8,12.6,Wetland,Open,Herbivore,Granivore,Insessorial,5.92,24.56,17.61,79.15,573511.14,Non-forest,Sedentary,Sedentary,Seed,1,4,1.3979400086720375,4,6,5,1.691122189,2600,LC
Setophaga petechia,Setophaga petechia,92,11.7,8,3.4,3.2,20,60.2,14.1,45.7,23.6,43.3,10.22,Shrubland,Dense,Carnivore,Invertivore,Insessorial,-3.94,70.64,50.59,-108.69,15552185.22,Non-forest,Long_distance,Sedentary,Invertebrate,1,4,1.3979400086720375,4,5,4.5,2.409592181,2700,LC
Caracara cheriway,Caracara plancus,30,43.8,29.8,14.8,23.9,79.1,378.7,92.3,284.6,24.4,205.3,1078.62,Shrubland,Open,Omnivore,Omnivore,Terrestrial,-55.72,-2.37,-24.93,-57.08,9019115.11,Non-forest,Sedentary,Irregular,Carnivore,5,4,0.6989700043360189,1,4,2.5,7.753500149,3300,LC
Megascops colombianus,Megascops ingens,5,24.3,12.8,7.6,11.3,34.8,194.3,52.8,137.6,27.7,100.7,165.32,Forest,Dense,Carnivore,Invertivore,Insessorial,-18.47,11.03,-8.25,-73.1,171538.44,Forest,Sedentary,Sedentary,Invertebrate,2,3,1.2218487496163564,1,NA,1,3.357867063,1200,LC
Setophaga pinus,Setophaga pinus,14,13.4,8,3.1,3.8,18.6,71.8,20.6,51.2,28.6,54,11.79,Forest,Semi_open,Carnivore,Invertivore,Insessorial,17.61,52.12,38.54,-83.72,2073441.98,Forest,Long_distance,Migratory,Invertebrate,3,4,0.9208187539523752,3,4,3.5,2.060304474,300,LC
Aulacorhynchus prasinus,Aulacorhynchus albivitta,24,67.2,59.2,21.2,23.6,30.2,125.1,16,107.9,13,123.7,195,Forest,Dense,Herbivore,Frugivore,Insessorial,-0.72,11.25,5.25,-74.61,259877.16,Forest,Sedentary,Sedentary,Fruit,3,3,1.045757490560675,NA,3.25,3.25,2.353423875,1800,LC
Lepidopyga coeruleogularis,Amazilia coeruleogularis,5,21.5,16.8,2,2,5.3,47.2,30,16.7,64.3,33.6,4.2,Shrubland,Semi_open,Herbivore,Nectarivore,Aerial,7.2,11.3,8.78,-77.93,88891.44,Non-forest,Sedentary,Altitudinal,Nectar,2,3,1.2218487496163564,2,2,2,1.971153049,100,LC
Lepidopyga goudoti,Amazilia goudoti,5,19.6,15.5,2.2,1.6,4.5,49.4,31,18.2,63,29.8,4,Shrubland,Semi_open,Herbivore,Nectarivore,Aerial,1.72,12.46,8.43,-73.97,299961.56,Non-forest,Sedentary,Altitudinal,Nectar,2,4,1.0969100130080565,NA,NA,NA,1.898430899,1600,LC
Amazilia fimbriata,Amazilia fimbriata,18,22.2,17.6,2.3,2.4,4.5,52.3,32.4,18.4,63.5,30.2,4.9,Forest,Semi_open,Herbivore,Nectarivore,Aerial,-29.97,11.53,-6.78,-57.09,10740118.89,Forest,Sedentary,Migratory,Nectar,2,7,0.853871964321762,2,2,2,2.102201486,1700,LC
Tangara cayana,Tangara cayana,23,13,7.9,5,6,16.8,71.6,13,61,17.5,52,18,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-14.26,10.79,5.11,-64.28,1467704.42,Forest,Sedentary,Sedentary,Fruit,2,6,0.9208187539523752,2,3,2.5,3.01557982,1700,LC
Euphonia cyanocephala,Euphonia cyanocephala,19,9.4,5.4,4.1,4.1,14.5,64.2,18.6,45.6,28.9,37.8,14,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-32.22,11.07,-16.64,-56.98,2711347.81,Forest,Sedentary,Altitudinal,Fruit,2,4,1.0969100130080565,2,3,2.5,2.608056273,2400,LC
Tangara heinei,Tangara heinei,12,10.7,6.6,4.5,4.6,17.6,74,18.6,55.5,25.1,48.3,20.2,Human Modified,Dense,Herbivore,Frugivore,Insessorial,-1.47,11.09,5.65,-74.03,133743.4,Non-forest,Sedentary,Sedentary,Fruit,2,2,1.3979400086720375,1,2,1.5,3.041629178,900,LC
Tangara cyanicollis,Tangara cyanicollis,22,12.3,7.6,4.5,4.9,17.4,66.1,14.7,52.4,21.9,46.5,17,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-17.81,11.16,-7.99,-61.79,1248379.88,Forest,Sedentary,Sedentary,Fruit,3,5,0.8239087409443188,2,2,2,2.981621641,1500,LC
Tangara vitriolina,Tangara vitriolina,87,12.2,7.7,5.9,5.8,20.4,73.1,14.8,56.1,20.9,57.3,23,Shrubland,Semi_open,Omnivore,Frugivore,Insessorial,-0.14,8.39,4.43,-75.52,123913.11,Non-forest,Sedentary,Sedentary,Invertebrate,2,4,1.0969100130080565,2,2,2,3.271324284,2200,LC
Hylocharis cyanus,Amazilia cyanus,7,20.1,14.7,2.1,2.1,4.4,47.8,29.5,18,62.1,25.6,3.3,Forest,Dense,Herbivore,Nectarivore,Aerial,-25.29,11.72,-5.71,-60.14,7031990.78,Forest,Sedentary,Irregular,Nectar,2,4,1.0969100130080565,2,2,2,1.871763061,1000,LC
Amazilia versicolor,Amazilia versicolor,14,19.1,13.5,1.8,2,4.3,48.2,30.5,17.7,63.4,29,4.1,Forest,Dense,Herbivore,Nectarivore,Aerial,-30.18,7.84,-10.93,-54.81,5113618.06,Forest,Sedentary,Sedentary,Nectar,2,4,1.0969100130080565,2,2,2,1.989415718,500,LC
Butorides virescens,Butorides striata,31,69.2,51.8,9.1,11.2,49.7,175.9,53.2,125.5,29.8,63.6,201.5,Wetland,Open,Carnivore,Aquatic predator,Terrestrial,-41.16,54.29,7.56,7.37,53556698.29,Non-forest,Sedentary,Migratory,Fish,3,4,0.9208187539523752,3,5,4,4.210398689,2600,LC
Tachyphonus luctuosus,Islerothraupis luctuosa,22,14,9.9,4.9,5.5,17.3,62.1,10.8,50.5,17.6,54,13,Forest,Dense,Carnivore,Invertivore,Insessorial,-18.63,16.03,-4.22,-62.85,7144190.04,Forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,3,3,3,2.542605997,1500,LC
Tangara nigrocincta,Tangara nigrocincta,7,12.3,6.7,4.7,4.7,15.3,68.3,14.6,53.7,21.3,47.5,17,Forest,Dense,Herbivore,Frugivore,Insessorial,-17.63,7.95,-5.17,-66.72,3416902.14,Forest,Sedentary,Sedentary,Fruit,2,4,1.0969100130080565,2,2,2,2.981621641,1000,LC
Amazilia franciae,Amazilia franciae,39,24.9,20.4,2.6,2,5.8,53.4,33.1,21.1,60.9,33.9,5,Forest,Dense,Herbivore,Nectarivore,Aerial,-9.28,7.63,-0.39,-77.06,247257.85,Forest,Sedentary,Altitudinal,Nectar,2,2,1.3979400086720375,2,2,2,2.07478725,1100,LC
Tangara ruficervix,Tangara ruficervix,10,13.7,7.6,4.1,4.4,16.5,74.1,17.7,56.1,24,46.9,19,Forest,Dense,Herbivore,Frugivore,Insessorial,-5.41,7.19,1.95,-76.61,134578.1,Forest,Sedentary,Sedentary,Invertebrate,4,3,0.9208187539523752,2,2,2,3.182679149,1200,LC
Colibri thalassinus,Colibri thalassinus,19,23.7,17.3,2.2,2,5.6,62.6,38,23.6,61.5,42,5.9,Forest,Semi_open,Herbivore,Nectarivore,Aerial,-17.81,22.79,6.27,-83.03,788433.25,Forest,Sedentary,Altitudinal,Nectar,2,2,1.3979400086720375,2,2,2,2.040559656,2600,LC
Amazilia saucerottei,Amazilia saucerottei,59,20.8,16.4,2.7,2.2,4.9,51.7,34.2,18.3,65.1,30.6,4.5,Shrubland,Semi_open,Herbivore,Nectarivore,Aerial,0.81,12.81,8.68,-77.04,245059.3,Non-forest,Sedentary,Irregular,Nectar,2,4,1.0969100130080565,2,2,2,2.029149797,2100,LC
Tangara cyanoptera,Tangara cyanoptera,4,17.9,10,6.4,7.8,20.8,96.1,24,72.1,25,66.5,43.3,Forest,Dense,Herbivore,Frugivore,Insessorial,-32.17,-14.11,-23.32,-45.2,224069.57,Forest,Sedentary,Irregular,Fruit,2,2,1.3979400086720375,NA,NA,NA,3.466755975,1400,NT
